t_start,t_end,miu_old,miu_new,t_added,name,comment
2016-11-19T00:00:00Z,2016-11-19T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-20T00:00:00Z,2016-11-20T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-21T00:00:00Z,2016-11-21T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-22T00:00:00Z,2016-11-22T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-23T00:00:00Z,2016-11-23T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-24T00:00:00Z,2016-11-24T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-25T00:00:00Z,2016-11-25T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-26T00:00:00Z,2016-11-26T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-27T00:00:00Z,2016-11-27T00:09:20Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-28T00:00:00Z,2016-11-28T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-29T00:00:00Z,2016-11-29T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-11-30T00:00:00Z,2016-11-30T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-01T00:00:00Z,2016-12-01T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-02T00:00:00Z,2016-12-02T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-03T00:00:00Z,2016-12-03T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-04T00:00:00Z,2016-12-04T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-05T00:00:00Z,2016-12-05T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2016-12-06T00:00:00Z,2016-12-06T00:09:00Z,all,NA,2018-06-21T22:33:07Z,Doug,NTP issue with cr1000
2017-04-15T18:00:00Z,2017-04-28T18:00:00Z,453.92,NA,2018-06-21T22:33:07Z,Doug,broken clippard valve
2017-04-28T17:35:00Z,2017-04-28T17:38:00Z,all,NA,2018-06-21T22:33:07Z,Strange cal during respanning of instrument,
2017-04-28T17:38:00Z,2017-04-28T17:38:45Z,all,NA,2018-06-21T22:33:07Z,Ryan,Strange cal removed
2017-04-28T17:45:00Z,2017-04-28T18:30:00Z,all,NA,2018-06-21T22:33:07Z,Doug,broken clippard valve
2017-05-26T18:00:00Z,2017-05-30T16:00:00Z,all,NA,2018-06-21T22:33:07Z,Doug,bad clippard valve
2017-05-30T16:00:00Z,2017-06-29T16:00:00Z,356.77,456.77,2018-06-21T22:33:07Z,Doug,input wrong value
2017-06-29T17:00:00Z,2017-09-14T18:50:10Z,431.44,431.14,2018-06-21T22:33:07Z,Ryan,Long term standard value incorrect at start
2017-06-29T00:00:01Z,2017-07-09T00:00:01Z,431.14,NA,2018-06-21T22:33:07Z,Ryan,Removing first 10 LTS obs
2017-06-29T20:08:00Z,2017-06-29T23:00:00Z,all,NA,2018-06-21T22:33:07Z,Doug,on site
2017-09-11T02:00:00Z,2017-09-15T17:00:00Z,392.18,NA,2018-06-21T22:33:07Z,Doug,tank/clippard issue
2017-09-14T20:00:00Z,2017-10-06T15:00:00Z,388.79,NA,2018-06-21T22:33:07Z,Doug,tank/clippard issue
2017-10-06T15:00:00Z,2017-10-10T20:39:00Z,383.79,NA,2018-06-21T22:33:07Z,Doug,tank/clippard issue
2017-10-06T15:00:00Z,2017-10-10T20:39:00Z,492.81,NA,2018-06-21T22:33:07Z,Doug,tank/clippard issue
2017-10-06T16:00:00Z,2017-10-06T16:08:00Z,all,NA,2018-06-21T22:33:07Z,Ryan,Strange cal
2018-02-28T18:08:40Z,2018-03-02T15:51:10Z,all,NA,2018-06-21T22:33:07Z,Ryan,N2 not flowing
